file_name,source_column,reference_column,bronze_column,bronze_type,bronze_nullable
application_train.csv,FLAG_CONT_MOBILE,FLAG_CONT_MOBILE,flag_cont_mobile,BOOLEAN,YES
application_train.csv,FLAG_PHONE,FLAG_PHONE,flag_phone,BOOLEAN,YES
application_train.csv,FLAG_EMAIL,FLAG_EMAIL,flag_email,BOOLEAN,YES
application_train.csv,OCCUPATION_TYPE,OCCUPATION_TYPE,occupation_type,VARCHAR,YES
application_train.csv,CNT_FAM_MEMBERS,CNT_FAM_MEMBERS,cnt_fam_members,DOUBLE,YES
application_train.csv,REGION_RATING_CLIENT,REGION_RATING_CLIENT,region_rating_client,BIGINT,YES
application_train.csv,REGION_RATING_CLIENT_W_CITY,REGION_RATING_CLIENT_W_CITY,region_rating_client_w_city,BIGINT,YES
application_train.csv,WEEKDAY_APPR_PROCESS_START,WEEKDAY_APPR_PROCESS_START,weekday_appr_process_start,VARCHAR,YES
application_train.csv,HOUR_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,hour_appr_process_start,BIGINT,YES
application_train.csv,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_LIVE_REGION,reg_region_not_live_region,BOOLEAN,YES
application_train.csv,REG_REGION_NOT_WORK_REGION,REG_REGION_NOT_WORK_REGION,reg_region_not_work_region,BOOLEAN,YES
application_train.csv,LIVE_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,live_region_not_work_region,BOOLEAN,YES
application_train.csv,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_LIVE_CITY,reg_city_not_live_city,BOOLEAN,YES
application_train.csv,REG_CITY_NOT_WORK_CITY,REG_CITY_NOT_WORK_CITY,reg_city_not_work_city,BOOLEAN,YES
application_train.csv,LIVE_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,live_city_not_work_city,BOOLEAN,YES
application_train.csv,ORGANIZATION_TYPE,ORGANIZATION_TYPE,organization_type,VARCHAR,YES
application_train.csv,EXT_SOURCE_1,EXT_SOURCE_1,ext_source_1,DOUBLE,YES
application_train.csv,EXT_SOURCE_2,EXT_SOURCE_2,ext_source_2,DOUBLE,YES
application_train.csv,EXT_SOURCE_3,EXT_SOURCE_3,ext_source_3,DOUBLE,YES
application_train.csv,APARTMENTS_AVG,APARTMENTS_AVG,apartments_avg,DOUBLE,YES
application_train.csv,BASEMENTAREA_AVG,BASEMENTAREA_AVG,basementarea_avg,DOUBLE,YES
application_train.csv,YEARS_BEGINEXPLUATATION_AVG,YEARS_BEGINEXPLUATATION_AVG,years_beginexpluatation_avg,DOUBLE,YES
application_train.csv,YEARS_BUILD_AVG,YEARS_BUILD_AVG,years_build_avg,DOUBLE,YES
application_train.csv,COMMONAREA_AVG,COMMONAREA_AVG,commonarea_avg,DOUBLE,YES
application_train.csv,ELEVATORS_AVG,ELEVATORS_AVG,elevators_avg,DOUBLE,YES
application_train.csv,ENTRANCES_AVG,ENTRANCES_AVG,entrances_avg,DOUBLE,YES
application_train.csv,FLOORSMAX_AVG,FLOORSMAX_AVG,floorsmax_avg,DOUBLE,YES
application_train.csv,FLOORSMIN_AVG,FLOORSMIN_AVG,floorsmin_avg,DOUBLE,YES
application_train.csv,LANDAREA_AVG,LANDAREA_AVG,landarea_avg,DOUBLE,YES
application_train.csv,LIVINGAPARTMENTS_AVG,LIVINGAPARTMENTS_AVG,livingapartments_avg,DOUBLE,YES
application_train.csv,LIVINGAREA_AVG,LIVINGAREA_AVG,livingarea_avg,DOUBLE,YES
application_train.csv,NONLIVINGAPARTMENTS_AVG,NONLIVINGAPARTMENTS_AVG,nonlivingapartments_avg,DOUBLE,YES
application_train.csv,NONLIVINGAREA_AVG,NONLIVINGAREA_AVG,nonlivingarea_avg,DOUBLE,YES
application_train.csv,APARTMENTS_MODE,APARTMENTS_MODE,apartments_mode,DOUBLE,YES
application_train.csv,BASEMENTAREA_MODE,BASEMENTAREA_MODE,basementarea_mode,DOUBLE,YES
application_train.csv,YEARS_BEGINEXPLUATATION_MODE,YEARS_BEGINEXPLUATATION_MODE,years_beginexpluatation_mode,DOUBLE,YES
application_train.csv,YEARS_BUILD_MODE,YEARS_BUILD_MODE,years_build_mode,DOUBLE,YES
application_train.csv,COMMONAREA_MODE,COMMONAREA_MODE,commonarea_mode,DOUBLE,YES
application_train.csv,ELEVATORS_MODE,ELEVATORS_MODE,elevators_mode,DOUBLE,YES
application_train.csv,ENTRANCES_MODE,ENTRANCES_MODE,entrances_mode,DOUBLE,YES
application_train.csv,FLOORSMAX_MODE,FLOORSMAX_MODE,floorsmax_mode,DOUBLE,YES
application_train.csv,FLOORSMIN_MODE,FLOORSMIN_MODE,floorsmin_mode,DOUBLE,YES
application_train.csv,LANDAREA_MODE,LANDAREA_MODE,landarea_mode,DOUBLE,YES
application_train.csv,LIVINGAPARTMENTS_MODE,LIVINGAPARTMENTS_MODE,livingapartments_mode,DOUBLE,YES
application_train.csv,LIVINGAREA_MODE,LIVINGAREA_MODE,livingarea_mode,DOUBLE,YES
application_train.csv,NONLIVINGAPARTMENTS_MODE,NONLIVINGAPARTMENTS_MODE,nonlivingapartments_mode,DOUBLE,YES
application_train.csv,NONLIVINGAREA_MODE,NONLIVINGAREA_MODE,nonlivingarea_mode,DOUBLE,YES
application_train.csv,APARTMENTS_MEDI,APARTMENTS_MEDI,apartments_medi,DOUBLE,YES
application_train.csv,BASEMENTAREA_MEDI,BASEMENTAREA_MEDI,basementarea_medi,DOUBLE,YES
application_train.csv,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BEGINEXPLUATATION_MEDI,years_beginexpluatation_medi,DOUBLE,YES
application_train.csv,YEARS_BUILD_MEDI,YEARS_BUILD_MEDI,years_build_medi,DOUBLE,YES
application_train.csv,COMMONAREA_MEDI,COMMONAREA_MEDI,commonarea_medi,DOUBLE,YES
application_train.csv,ELEVATORS_MEDI,ELEVATORS_MEDI,elevators_medi,DOUBLE,YES
application_train.csv,ENTRANCES_MEDI,ENTRANCES_MEDI,entrances_medi,DOUBLE,YES
application_train.csv,FLOORSMAX_MEDI,FLOORSMAX_MEDI,floorsmax_medi,DOUBLE,YES
application_train.csv,FLOORSMIN_MEDI,FLOORSMIN_MEDI,floorsmin_medi,DOUBLE,YES
application_train.csv,LANDAREA_MEDI,LANDAREA_MEDI,landarea_medi,DOUBLE,YES
application_train.csv,LIVINGAPARTMENTS_MEDI,LIVINGAPARTMENTS_MEDI,livingapartments_medi,DOUBLE,YES
application_train.csv,LIVINGAREA_MEDI,LIVINGAREA_MEDI,livingarea_medi,DOUBLE,YES
application_train.csv,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAPARTMENTS_MEDI,nonlivingapartments_medi,DOUBLE,YES
application_train.csv,NONLIVINGAREA_MEDI,NONLIVINGAREA_MEDI,nonlivingarea_medi,DOUBLE,YES
application_train.csv,FONDKAPREMONT_MODE,FONDKAPREMONT_MODE,fondkapremont_mode,VARCHAR,YES
application_train.csv,HOUSETYPE_MODE,HOUSETYPE_MODE,housetype_mode,VARCHAR,YES
application_train.csv,TOTALAREA_MODE,TOTALAREA_MODE,totalarea_mode,DOUBLE,YES
application_train.csv,WALLSMATERIAL_MODE,WALLSMATERIAL_MODE,wallsmaterial_mode,VARCHAR,YES
application_train.csv,EMERGENCYSTATE_MODE,EMERGENCYSTATE_MODE,emergencystate_mode,BOOLEAN,YES
application_train.csv,OBS_30_CNT_SOCIAL_CIRCLE,OBS_30_CNT_SOCIAL_CIRCLE,obs_30_cnt_social_circle,DOUBLE,YES
application_train.csv,DEF_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,def_30_cnt_social_circle,DOUBLE,YES
application_train.csv,OBS_60_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,obs_60_cnt_social_circle,DOUBLE,YES
application_train.csv,DEF_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,def_60_cnt_social_circle,DOUBLE,YES
application_train.csv,DAYS_LAST_PHONE_CHANGE,DAYS_LAST_PHONE_CHANGE,days_last_phone_change,DOUBLE,YES
application_train.csv,FLAG_DOCUMENT_2,FLAG_DOCUMENT_2,flag_document_2,BOOLEAN,YES
application_train.csv,FLAG_DOCUMENT_3,FLAG_DOCUMENT_3,flag_document_3,BOOLEAN,YES
application_train.csv,FLAG_DOCUMENT_4,FLAG_DOCUMENT_4,flag_document_4,BOOLEAN,YES
application_train.csv,FLAG_DOCUMENT_5,FLAG_DOCUMENT_5,flag_document_5,BOOLEAN,YES
application_train.csv,FLAG_DOCUMENT_6,FLAG_DOCUMENT_6,flag_document_6,BOOLEAN,YES
application_train.csv,FLAG_DOCUMENT_7,FLAG_DOCUMENT_7,flag_document_7,BOOLEAN,YES
application_train.csv,FLAG_DOCUMENT_8,FLAG_DOCUMENT_8,flag_document_8,BOOLEAN,YES
application_train.csv,FLAG_DOCUMENT_9,FLAG_DOCUMENT_9,flag_document_9,BOOLEAN,YES
application_train.csv,FLAG_DOCUMENT_10,FLAG_DOCUMENT_10,flag_document_10,BOOLEAN,YES
application_train.csv,FLAG_DOCUMENT_11,FLAG_DOCUMENT_11,flag_document_11,BOOLEAN,YES
application_train.csv,FLAG_DOCUMENT_12,FLAG_DOCUMENT_12,flag_document_12,BOOLEAN,YES
application_train.csv,FLAG_DOCUMENT_13,FLAG_DOCUMENT_13,flag_document_13,BOOLEAN,YES
application_train.csv,FLAG_DOCUMENT_14,FLAG_DOCUMENT_14,flag_document_14,BOOLEAN,YES
application_train.csv,FLAG_DOCUMENT_15,FLAG_DOCUMENT_15,flag_document_15,BOOLEAN,YES
application_train.csv,FLAG_DOCUMENT_16,FLAG_DOCUMENT_16,flag_document_16,BOOLEAN,YES
application_train.csv,FLAG_DOCUMENT_17,FLAG_DOCUMENT_17,flag_document_17,BOOLEAN,YES
application_train.csv,FLAG_DOCUMENT_18,FLAG_DOCUMENT_18,flag_document_18,BOOLEAN,YES
application_train.csv,FLAG_DOCUMENT_19,FLAG_DOCUMENT_19,flag_document_19,BOOLEAN,YES
application_train.csv,FLAG_DOCUMENT_20,FLAG_DOCUMENT_20,flag_document_20,BOOLEAN,YES
application_train.csv,FLAG_DOCUMENT_21,FLAG_DOCUMENT_21,flag_document_21,BOOLEAN,YES
application_train.csv,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_HOUR,amt_req_credit_bureau_hour,DOUBLE,YES
application_train.csv,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_DAY,amt_req_credit_bureau_day,DOUBLE,YES
application_train.csv,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_WEEK,amt_req_credit_bureau_week,DOUBLE,YES
application_train.csv,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_MON,amt_req_credit_bureau_mon,DOUBLE,YES
application_train.csv,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_QRT,amt_req_credit_bureau_qrt,DOUBLE,YES
application_train.csv,AMT_REQ_CREDIT_BUREAU_YEAR,AMT_REQ_CREDIT_BUREAU_YEAR,amt_req_credit_bureau_year,DOUBLE,YES
application_test.csv,SK_ID_CURR,SK_ID_CURR,sk_id_curr,BIGINT,NO
application_test.csv,NAME_CONTRACT_TYPE,NAME_CONTRACT_TYPE,name_contract_type,VARCHAR,YES
application_test.csv,CODE_GENDER,CODE_GENDER,code_gender,VARCHAR,YES
application_test.csv,FLAG_OWN_CAR,FLAG_OWN_CAR,flag_own_car,BOOLEAN,YES
application_test.csv,FLAG_OWN_REALTY,FLAG_OWN_REALTY,flag_own_realty,BOOLEAN,YES
application_test.csv,CNT_CHILDREN,CNT_CHILDREN,cnt_children,BIGINT,YES
application_test.csv,AMT_INCOME_TOTAL,AMT_INCOME_TOTAL,amt_income_total,DOUBLE,YES
application_test.csv,AMT_CREDIT,AMT_CREDIT,amt_credit,DOUBLE,YES
application_test.csv,AMT_ANNUITY,AMT_ANNUITY,amt_annuity,DOUBLE,YES
application_test.csv,AMT_GOODS_PRICE,AMT_GOODS_PRICE,amt_goods_price,DOUBLE,YES
application_test.csv,NAME_TYPE_SUITE,NAME_TYPE_SUITE,name_type_suite,VARCHAR,YES
application_test.csv,NAME_INCOME_TYPE,NAME_INCOME_TYPE,name_income_type,VARCHAR,YES
application_test.csv,NAME_EDUCATION_TYPE,NAME_EDUCATION_TYPE,name_education_type,VARCHAR,YES
application_test.csv,NAME_FAMILY_STATUS,NAME_FAMILY_STATUS,name_family_status,VARCHAR,YES
application_test.csv,NAME_HOUSING_TYPE,NAME_HOUSING_TYPE,name_housing_type,VARCHAR,YES
application_test.csv,REGION_POPULATION_RELATIVE,REGION_POPULATION_RELATIVE,region_population_relative,DOUBLE,YES
application_test.csv,DAYS_BIRTH,DAYS_BIRTH,days_birth,BIGINT,YES
application_test.csv,DAYS_EMPLOYED,DAYS_EMPLOYED,days_employed,BIGINT,YES
application_test.csv,DAYS_REGISTRATION,DAYS_REGISTRATION,days_registration,DOUBLE,YES
application_test.csv,DAYS_ID_PUBLISH,DAYS_ID_PUBLISH,days_id_publish,BIGINT,YES
application_test.csv,OWN_CAR_AGE,OWN_CAR_AGE,own_car_age,DOUBLE,YES
application_test.csv,FLAG_MOBIL,FLAG_MOBIL,flag_mobil,BOOLEAN,YES
application_test.csv,FLAG_EMP_PHONE,FLAG_EMP_PHONE,flag_emp_phone,BOOLEAN,YES
application_test.csv,FLAG_WORK_PHONE,FLAG_WORK_PHONE,flag_work_phone,BOOLEAN,YES
application_test.csv,FLAG_CONT_MOBILE,FLAG_CONT_MOBILE,flag_cont_mobile,BOOLEAN,YES
application_test.csv,FLAG_PHONE,FLAG_PHONE,flag_phone,BOOLEAN,YES
application_test.csv,FLAG_EMAIL,FLAG_EMAIL,flag_email,BOOLEAN,YES
application_test.csv,OCCUPATION_TYPE,OCCUPATION_TYPE,occupation_type,VARCHAR,YES
application_test.csv,CNT_FAM_MEMBERS,CNT_FAM_MEMBERS,cnt_fam_members,DOUBLE,YES
application_test.csv,REGION_RATING_CLIENT,REGION_RATING_CLIENT,region_rating_client,BIGINT,YES
application_test.csv,REGION_RATING_CLIENT_W_CITY,REGION_RATING_CLIENT_W_CITY,region_rating_client_w_city,BIGINT,YES
application_test.csv,WEEKDAY_APPR_PROCESS_START,WEEKDAY_APPR_PROCESS_START,weekday_appr_process_start,VARCHAR,YES
application_test.csv,HOUR_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,hour_appr_process_start,BIGINT,YES
application_test.csv,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_LIVE_REGION,reg_region_not_live_region,BOOLEAN,YES
application_test.csv,REG_REGION_NOT_WORK_REGION,REG_REGION_NOT_WORK_REGION,reg_region_not_work_region,BOOLEAN,YES
application_test.csv,LIVE_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,live_region_not_work_region,BOOLEAN,YES
application_test.csv,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_LIVE_CITY,reg_city_not_live_city,BOOLEAN,YES
application_test.csv,REG_CITY_NOT_WORK_CITY,REG_CITY_NOT_WORK_CITY,reg_city_not_work_city,BOOLEAN,YES
application_test.csv,LIVE_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,live_city_not_work_city,BOOLEAN,YES
application_test.csv,ORGANIZATION_TYPE,ORGANIZATION_TYPE,organization_type,VARCHAR,YES
application_test.csv,EXT_SOURCE_1,EXT_SOURCE_1,ext_source_1,DOUBLE,YES
application_test.csv,EXT_SOURCE_2,EXT_SOURCE_2,ext_source_2,DOUBLE,YES
application_test.csv,EXT_SOURCE_3,EXT_SOURCE_3,ext_source_3,DOUBLE,YES
application_test.csv,APARTMENTS_AVG,APARTMENTS_AVG,apartments_avg,DOUBLE,YES
application_test.csv,BASEMENTAREA_AVG,BASEMENTAREA_AVG,basementarea_avg,DOUBLE,YES
application_test.csv,YEARS_BEGINEXPLUATATION_AVG,YEARS_BEGINEXPLUATATION_AVG,years_beginexpluatation_avg,DOUBLE,YES
application_test.csv,YEARS_BUILD_AVG,YEARS_BUILD_AVG,years_build_avg,DOUBLE,YES
application_test.csv,COMMONAREA_AVG,COMMONAREA_AVG,commonarea_avg,DOUBLE,YES
application_test.csv,ELEVATORS_AVG,ELEVATORS_AVG,elevators_avg,DOUBLE,YES
application_test.csv,ENTRANCES_AVG,ENTRANCES_AVG,entrances_avg,DOUBLE,YES
application_test.csv,FLOORSMAX_AVG,FLOORSMAX_AVG,floorsmax_avg,DOUBLE,YES
application_test.csv,FLOORSMIN_AVG,FLOORSMIN_AVG,floorsmin_avg,DOUBLE,YES
application_test.csv,LANDAREA_AVG,LANDAREA_AVG,landarea_avg,DOUBLE,YES
application_test.csv,LIVINGAPARTMENTS_AVG,LIVINGAPARTMENTS_AVG,livingapartments_avg,DOUBLE,YES
application_test.csv,LIVINGAREA_AVG,LIVINGAREA_AVG,livingarea_avg,DOUBLE,YES
application_test.csv,NONLIVINGAPARTMENTS_AVG,NONLIVINGAPARTMENTS_AVG,nonlivingapartments_avg,DOUBLE,YES
application_test.csv,NONLIVINGAREA_AVG,NONLIVINGAREA_AVG,nonlivingarea_avg,DOUBLE,YES
application_test.csv,APARTMENTS_MODE,APARTMENTS_MODE,apartments_mode,DOUBLE,YES
application_test.csv,BASEMENTAREA_MODE,BASEMENTAREA_MODE,basementarea_mode,DOUBLE,YES
application_test.csv,YEARS_BEGINEXPLUATATION_MODE,YEARS_BEGINEXPLUATATION_MODE,years_beginexpluatation_mode,DOUBLE,YES
application_test.csv,YEARS_BUILD_MODE,YEARS_BUILD_MODE,years_build_mode,DOUBLE,YES
application_test.csv,COMMONAREA_MODE,COMMONAREA_MODE,commonarea_mode,DOUBLE,YES
application_test.csv,ELEVATORS_MODE,ELEVATORS_MODE,elevators_mode,DOUBLE,YES
application_test.csv,ENTRANCES_MODE,ENTRANCES_MODE,entrances_mode,DOUBLE,YES
application_test.csv,FLOORSMAX_MODE,FLOORSMAX_MODE,floorsmax_mode,DOUBLE,YES
application_test.csv,FLOORSMIN_MODE,FLOORSMIN_MODE,floorsmin_mode,DOUBLE,YES
application_test.csv,LANDAREA_MODE,LANDAREA_MODE,landarea_mode,DOUBLE,YES
application_test.csv,LIVINGAPARTMENTS_MODE,LIVINGAPARTMENTS_MODE,livingapartments_mode,DOUBLE,YES
application_test.csv,LIVINGAREA_MODE,LIVINGAREA_MODE,livingarea_mode,DOUBLE,YES
application_test.csv,NONLIVINGAPARTMENTS_MODE,NONLIVINGAPARTMENTS_MODE,nonlivingapartments_mode,DOUBLE,YES
application_test.csv,NONLIVINGAREA_MODE,NONLIVINGAREA_MODE,nonlivingarea_mode,DOUBLE,YES
application_test.csv,APARTMENTS_MEDI,APARTMENTS_MEDI,apartments_medi,DOUBLE,YES
application_test.csv,BASEMENTAREA_MEDI,BASEMENTAREA_MEDI,basementarea_medi,DOUBLE,YES
application_test.csv,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BEGINEXPLUATATION_MEDI,years_beginexpluatation_medi,DOUBLE,YES
application_test.csv,YEARS_BUILD_MEDI,YEARS_BUILD_MEDI,years_build_medi,DOUBLE,YES
application_test.csv,COMMONAREA_MEDI,COMMONAREA_MEDI,commonarea_medi,DOUBLE,YES
application_test.csv,ELEVATORS_MEDI,ELEVATORS_MEDI,elevators_medi,DOUBLE,YES
application_test.csv,ENTRANCES_MEDI,ENTRANCES_MEDI,entrances_medi,DOUBLE,YES
application_test.csv,FLOORSMAX_MEDI,FLOORSMAX_MEDI,floorsmax_medi,DOUBLE,YES
application_test.csv,FLOORSMIN_MEDI,FLOORSMIN_MEDI,floorsmin_medi,DOUBLE,YES
application_test.csv,LANDAREA_MEDI,LANDAREA_MEDI,landarea_medi,DOUBLE,YES
application_test.csv,LIVINGAPARTMENTS_MEDI,LIVINGAPARTMENTS_MEDI,livingapartments_medi,DOUBLE,YES
application_test.csv,LIVINGAREA_MEDI,LIVINGAREA_MEDI,livingarea_medi,DOUBLE,YES
application_test.csv,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAPARTMENTS_MEDI,nonlivingapartments_medi,DOUBLE,YES
application_test.csv,NONLIVINGAREA_MEDI,NONLIVINGAREA_MEDI,nonlivingarea_medi,DOUBLE,YES
application_test.csv,FONDKAPREMONT_MODE,FONDKAPREMONT_MODE,fondkapremont_mode,VARCHAR,YES
application_test.csv,HOUSETYPE_MODE,HOUSETYPE_MODE,housetype_mode,VARCHAR,YES
application_test.csv,TOTALAREA_MODE,TOTALAREA_MODE,totalarea_mode,DOUBLE,YES
application_test.csv,WALLSMATERIAL_MODE,WALLSMATERIAL_MODE,wallsmaterial_mode,VARCHAR,YES
application_test.csv,EMERGENCYSTATE_MODE,EMERGENCYSTATE_MODE,emergencystate_mode,BOOLEAN,YES
application_test.csv,OBS_30_CNT_SOCIAL_CIRCLE,OBS_30_CNT_SOCIAL_CIRCLE,obs_30_cnt_social_circle,DOUBLE,YES
application_test.csv,DEF_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,def_30_cnt_social_circle,DOUBLE,YES
application_test.csv,OBS_60_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,obs_60_cnt_social_circle,DOUBLE,YES
application_test.csv,DEF_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,def_60_cnt_social_circle,DOUBLE,YES
application_test.csv,DAYS_LAST_PHONE_CHANGE,DAYS_LAST_PHONE_CHANGE,days_last_phone_change,DOUBLE,YES
application_test.csv,FLAG_DOCUMENT_2,FLAG_DOCUMENT_2,flag_document_2,BOOLEAN,YES
application_test.csv,FLAG_DOCUMENT_3,FLAG_DOCUMENT_3,flag_document_3,BOOLEAN,YES
application_test.csv,FLAG_DOCUMENT_4,FLAG_DOCUMENT_4,flag_document_4,BOOLEAN,YES
application_test.csv,FLAG_DOCUMENT_5,FLAG_DOCUMENT_5,flag_document_5,BOOLEAN,YES
application_test.csv,FLAG_DOCUMENT_6,FLAG_DOCUMENT_6,flag_document_6,BOOLEAN,YES
application_test.csv,FLAG_DOCUMENT_7,FLAG_DOCUMENT_7,flag_document_7,BOOLEAN,YES
application_test.csv,FLAG_DOCUMENT_8,FLAG_DOCUMENT_8,flag_document_8,BOOLEAN,YES
application_test.csv,FLAG_DOCUMENT_9,FLAG_DOCUMENT_9,flag_document_9,BOOLEAN,YES
application_test.csv,FLAG_DOCUMENT_10,FLAG_DOCUMENT_10,flag_document_10,BOOLEAN,YES
application_test.csv,FLAG_DOCUMENT_11,FLAG_DOCUMENT_11,flag_document_11,BOOLEAN,YES
application_test.csv,FLAG_DOCUMENT_12,FLAG_DOCUMENT_12,flag_document_12,BOOLEAN,YES
application_test.csv,FLAG_DOCUMENT_13,FLAG_DOCUMENT_13,flag_document_13,BOOLEAN,YES
application_test.csv,FLAG_DOCUMENT_14,FLAG_DOCUMENT_14,flag_document_14,BOOLEAN,YES
application_test.csv,FLAG_DOCUMENT_15,FLAG_DOCUMENT_15,flag_document_15,BOOLEAN,YES
application_test.csv,FLAG_DOCUMENT_16,FLAG_DOCUMENT_16,flag_document_16,BOOLEAN,YES
application_test.csv,FLAG_DOCUMENT_17,FLAG_DOCUMENT_17,flag_document_17,BOOLEAN,YES
application_test.csv,FLAG_DOCUMENT_18,FLAG_DOCUMENT_18,flag_document_18,BOOLEAN,YES
application_test.csv,FLAG_DOCUMENT_19,FLAG_DOCUMENT_19,flag_document_19,BOOLEAN,YES
application_test.csv,FLAG_DOCUMENT_20,FLAG_DOCUMENT_20,flag_document_20,BOOLEAN,YES
application_test.csv,FLAG_DOCUMENT_21,FLAG_DOCUMENT_21,flag_document_21,BOOLEAN,YES
application_test.csv,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_HOUR,amt_req_credit_bureau_hour,DOUBLE,YES
application_test.csv,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_DAY,amt_req_credit_bureau_day,DOUBLE,YES
application_test.csv,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_WEEK,amt_req_credit_bureau_week,DOUBLE,YES
application_test.csv,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_MON,amt_req_credit_bureau_mon,DOUBLE,YES
application_test.csv,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_QRT,amt_req_credit_bureau_qrt,DOUBLE,YES
application_test.csv,AMT_REQ_CREDIT_BUREAU_YEAR,AMT_REQ_CREDIT_BUREAU_YEAR,amt_req_credit_bureau_year,DOUBLE,YES
bureau.csv,SK_ID_CURR,SK_ID_CURR,sk_id_curr,BIGINT,NO
bureau.csv,SK_ID_BUREAU,SK_BUREAU_ID,sk_bureau_id,BIGINT,NO
bureau.csv,CREDIT_ACTIVE,CREDIT_ACTIVE,credit_active,VARCHAR,YES
bureau.csv,CREDIT_CURRENCY,CREDIT_CURRENCY,credit_currency,VARCHAR,YES
